ORDERNUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10335.00,44.00,100.00,1.00,4746.28,11/19/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,96.00,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10348.00,42.00,100.00,3.00,6386.94,11/1/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,96.00,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10358.00,41.00,100.00,1.00,4428.00,12/10/2004 0:00,Shipped,4.00,12.00,2004.00,Trucks and Buses,96.00,S32_1268,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10371.00,26.00,100.00,1.00,4044.04,1/23/2005 0:00,Shipped,1.00,1.00,2005.00,Trucks and Buses,96.00,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10382.00,26.00,100.00,6.00,2708.42,2/17/2005 0:00,Shipped,1.00,2.00,2005.00,Trucks and Buses,96.00,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10411.00,26.00,100.00,1.00,2904.72,5/1/2005 0:00,Shipped,2.00,5.00,2005.00,Trucks and Buses,96.00,S32_1268,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10425.00,41.00,86.68,11.00,3553.88,5/31/2005 0:00,In Process,2.00,5.00,2005.00,Trucks and Buses,96.00,S32_1268,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10107.00,20.00,92.90,8.00,1858.00,2/24/2003 0:00,Shipped,1.00,2.00,2003.00,Motorcycles,99.00,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120.00,22.00,100.00,6.00,2461.36,4/29/2003 0:00,Shipped,2.00,4.00,2003.00,Motorcycles,99.00,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10133.00,23.00,100.00,1.00,2642.01,6/27/2003 0:00,Shipped,2.00,6.00,2003.00,Motorcycles,99.00,S32_1374,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10145.00,33.00,93.90,12.00,3098.70,8/25/2003 0:00,Shipped,3.00,8.00,2003.00,Motorcycles,99.00,S32_1374,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10168.00,28.00,100.00,7.00,3244.36,10/28/2003 0:00,Shipped,4.00,10.00,2003.00,Motorcycles,99.00,S32_1374,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10188.00,44.00,98.89,7.00,4351.16,11/18/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,99.00,S32_1374,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10210.00,46.00,79.91,5.00,3675.86,1/12/2004 0:00,Shipped,1.00,1.00,2004.00,Motorcycles,99.00,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223.00,21.00,100.00,7.00,2475.27,2/20/2004 0:00,Shipped,1.00,2.00,2004.00,Motorcycles,99.00,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235.00,41.00,100.00,1.00,4177.49,4/2/2004 0:00,Shipped,2.00,4.00,2004.00,Motorcycles,99.00,S32_1374,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10250.00,31.00,100.00,2.00,3282.28,5/11/2004 0:00,Shipped,2.00,5.00,2004.00,Motorcycles,99.00,S32_1374,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10263.00,31.00,79.91,8.00,2477.21,6/28/2004 0:00,Shipped,2.00,6.00,2004.00,Motorcycles,99.00,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275.00,23.00,81.91,7.00,1883.93,7/23/2004 0:00,Shipped,3.00,7.00,2004.00,Motorcycles,99.00,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285.00,37.00,98.89,12.00,3658.93,8/27/2004 0:00,Shipped,3.00,8.00,2004.00,Motorcycles,99.00,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10297.00,26.00,100.00,2.00,2856.88,9/16/2004 0:00,Shipped,3.00,9.00,2004.00,Motorcycles,99.00,S32_1374,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308.00,24.00,79.91,5.00,1917.84,10/15/2004 0:00,Shipped,4.00,10.00,2004.00,Motorcycles,99.00,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318.00,47.00,100.00,7.00,5305.36,11/2/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,99.00,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10329.00,45.00,63.91,11.00,2875.95,11/15/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,99.00,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10340.00,55.00,100.00,2.00,6482.85,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,99.00,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10353.00,46.00,81.17,5.00,3733.82,12/4/2004 0:00,Shipped,4.00,12.00,2004.00,Motorcycles,99.00,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10363.00,50.00,100.00,2.00,6576.50,1/6/2005 0:00,Shipped,1.00,1.00,2005.00,Motorcycles,99.00,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10375.00,37.00,100.00,3.00,6353.27,2/3/2005 0:00,Shipped,1.00,2.00,2005.00,Motorcycles,99.00,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10387.00,44.00,94.90,1.00,4175.60,3/2/2005 0:00,Shipped,1.00,3.00,2005.00,Motorcycles,99.00,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10401.00,49.00,100.00,1.00,4992.61,4/3/2005 0:00,On Hold,2.00,4.00,2005.00,Motorcycles,99.00,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416.00,45.00,100.00,2.00,4764.60,5/10/2005 0:00,Shipped,2.00,5.00,2005.00,Motorcycles,99.00,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10108.00,27.00,43.45,13.00,1173.15,3/3/2003 0:00,Shipped,1.00,3.00,2003.00,Motorcycles,40.00,S32_2206,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10122.00,31.00,44.66,17.00,1384.46,5/8/2003 0:00,Shipped,2.00,5.00,2003.00,Motorcycles,40.00,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10135.00,33.00,40.23,14.00,1327.59,7/2/2003 0:00,Shipped,3.00,7.00,2003.00,Motorcycles,40.00,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10145.00,31.00,35.80,1.00,1109.80,8/25/2003 0:00,Shipped,3.00,8.00,2003.00,Motorcycles,40.00,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159.00,35.00,35.40,9.00,1239.00,10/10/2003 0:00,Shipped,4.00,10.00,2003.00,Motorcycles,40.00,S32_2206,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169.00,26.00,39.83,9.00,1035.58,11/4/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,40.00,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10180.00,34.00,45.46,4.00,1545.64,11/11/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,40.00,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10190.00,46.00,32.99,1.00,1517.54,11/19/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,40.00,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10211.00,41.00,42.24,9.00,1731.84,1/15/2004 0:00,Shipped,1.00,1.00,2004.00,Motorcycles,40.00,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10224.00,43.00,39.43,2.00,1695.49,2/21/2004 0:00,Shipped,1.00,2.00,2004.00,Motorcycles,40.00,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10237.00,26.00,40.23,2.00,1045.98,4/5/2004 0:00,Shipped,2.00,4.00,2004.00,Motorcycles,40.00,S32_2206,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10252.00,36.00,48.28,6.00,1738.08,5/26/2004 0:00,Shipped,2.00,5.00,2004.00,Motorcycles,40.00,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10264.00,20.00,32.59,4.00,651.80,6/30/2004 0:00,Shipped,2.00,6.00,2004.00,Motorcycles,40.00,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10276.00,27.00,36.61,10.00,988.47,8/2/2004 0:00,Shipped,3.00,8.00,2004.00,Motorcycles,40.00,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small
10285.00,37.00,41.03,1.00,1518.11,8/27/2004 0:00,Shipped,3.00,8.00,2004.00,Motorcycles,40.00,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10299.00,24.00,42.24,4.00,1013.76,9/30/2004 0:00,Shipped,3.00,9.00,2004.00,Motorcycles,40.00,S32_2206,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10310.00,36.00,43.05,17.00,1549.80,10/16/2004 0:00,Shipped,4.00,10.00,2004.00,Motorcycles,40.00,S32_2206,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10319.00,29.00,38.22,5.00,1108.38,11/3/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,40.00,S32_2206,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small
10331.00,28.00,100.00,3.00,4102.56,11/17/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,40.00,S32_2206,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10343.00,29.00,100.00,5.00,3713.16,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,40.00,S32_2206,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10355.00,38.00,39.83,10.00,1513.54,12/7/2004 0:00,Shipped,4.00,12.00,2004.00,Motorcycles,40.00,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10364.00,48.00,48.28,1.00,2317.44,1/6/2005 0:00,Shipped,1.00,1.00,2005.00,Motorcycles,40.00,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10378.00,40.00,82.46,1.00,3298.40,2/10/2005 0:00,Shipped,1.00,2.00,2005.00,Motorcycles,40.00,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390.00,41.00,44.56,11.00,1826.96,3/4/2005 0:00,Shipped,1.00,3.00,2005.00,Motorcycles,40.00,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10403.00,30.00,40.23,2.00,1206.90,4/8/2005 0:00,Shipped,2.00,4.00,2005.00,Motorcycles,40.00,S32_2206,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10104.00,35.00,47.62,11.00,1666.70,1/31/2003 0:00,Shipped,1.00,1.00,2003.00,Trucks and Buses,54.00,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10114.00,28.00,55.73,2.00,1560.44,4/1/2003 0:00,Shipped,2.00,4.00,2003.00,Trucks and Buses,54.00,S32_2509,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10127.00,45.00,51.95,13.00,2337.75,6/3/2003 0:00,Shipped,2.00,6.00,2003.00,Trucks and Buses,54.00,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10141.00,24.00,45.99,7.00,1103.76,8/1/2003 0:00,Shipped,3.00,8.00,2003.00,Trucks and Buses,54.00,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10151.00,41.00,63.85,5.00,2617.85,9/21/2003 0:00,Shipped,3.00,9.00,2003.00,Trucks and Buses,54.00,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165.00,48.00,45.99,14.00,2207.52,10/22/2003 0:00,Shipped,4.00,10.00,2003.00,Trucks and Buses,54.00,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10175.00,50.00,63.31,3.00,3165.50,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,54.00,S32_2509,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10184.00,33.00,62.77,8.00,2071.41,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,54.00,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10195.00,32.00,43.29,8.00,1385.28,11/25/2003 0:00,Shipped,4.00,11.00,2003.00,Trucks and Buses,54.00,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10207.00,27.00,60.06,9.00,1621.62,12/9/2003 0:00,Shipped,4.00,12.00,2003.00,Trucks and Buses,54.00,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10219.00,35.00,55.19,4.00,1931.65,2/10/2004 0:00,Shipped,1.00,2.00,2004.00,Trucks and Buses,54.00,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10229.00,23.00,54.11,3.00,1244.53,3/11/2004 0:00,Shipped,1.00,3.00,2004.00,Trucks and Buses,54.00,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246.00,35.00,48.70,7.00,1704.50,5/5/2004 0:00,Shipped,2.00,5.00,2004.00,Trucks and Buses,54.00,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259.00,40.00,43.83,6.00,1753.20,6/15/2004 0:00,Shipped,2.00,6.00,2004.00,Trucks and Buses,54.00,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10271.00,35.00,47.62,7.00,1666.70,7/20/2004 0:00,Shipped,3.00,7.00,2004.00,Trucks and Buses,54.00,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10281.00,31.00,55.19,3.00,1710.89,8/19/2004 0:00,Shipped,3.00,8.00,2004.00,Trucks and Buses,54.00,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10292.00,50.00,46.53,10.00,2326.50,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Trucks and Buses,54.00,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10305.00,40.00,57.90,7.00,2316.00,10/13/2004 0:00,Shipped,4.00,10.00,2004.00,Trucks and Buses,54.00,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313.00,38.00,45.45,1.00,1727.10,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Trucks and Buses,54.00,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10325.00,38.00,100.00,3.00,8844.12,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,54.00,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Large
10335.00,40.00,60.60,3.00,2424.00,11/19/2004 0:00,Shipped,4.00,11.00,2004.00,Trucks and Buses,54.00,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10349.00,33.00,46.53,1.00,1535.49,12/1/2004 0:00,Shipped,4.00,12.00,2004.00,Trucks and Buses,54.00,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10359.00,36.00,100.00,3.00,6358.68,12/15/2004 0:00,Shipped,4.00,12.00,2004.00,Trucks and Buses,54.00,S32_2509,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10371.00,20.00,66.47,2.00,1329.40,1/23/2005 0:00,Shipped,1.00,1.00,2005.00,Trucks and Buses,54.00,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10383.00,32.00,53.18,5.00,1701.76,2/22/2005 0:00,Shipped,1.00,2.00,2005.00,Trucks and Buses,54.00,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10394.00,36.00,62.77,3.00,2259.72,3/15/2005 0:00,Shipped,1.00,3.00,2005.00,Trucks and Buses,54.00,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10412.00,19.00,48.70,7.00,925.30,5/3/2005 0:00,Shipped,2.00,5.00,2005.00,Trucks and Buses,54.00,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425.00,11.00,43.83,6.00,482.13,5/31/2005 0:00,In Process,2.00,5.00,2005.00,Trucks and Buses,54.00,S32_2509,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10104.00,49.00,65.87,4.00,3227.63,1/31/2003 0:00,Shipped,1.00,1.00,2003.00,Trains,62.00,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10116.00,27.00,63.38,1.00,1711.26,4/11/2003 0:00,Shipped,2.00,4.00,2003.00,Trains,62.00,S32_3207,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small
10127.00,29.00,70.84,6.00,2054.36,6/3/2003 0:00,Shipped,2.00,6.00,2003.00,Trains,62.00,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10142.00,42.00,74.57,16.00,3131.94,8/8/2003 0:00,Shipped,3.00,8.00,2003.00,Trains,62.00,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10152.00,33.00,50.95,2.00,1681.35,9/25/2003 0:00,Shipped,3.00,9.00,2003.00,Trains,62.00,S32_3207,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10165.00,44.00,53.44,7.00,2351.36,10/22/2003 0:00,Shipped,4.00,10.00,2003.00,Trains,62.00,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10176.00,22.00,64.00,6.00,1408.00,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Trains,62.00,S32_3207,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10184.00,48.00,50.95,1.00,2445.60,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Trains,62.00,S32_3207,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10195.00,33.00,54.68,1.00,1804.44,11/25/2003 0:00,Shipped,4.00,11.00,2003.00,Trains,62.00,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10207.00,45.00,56.55,2.00,2544.75,12/9/2003 0:00,Shipped,4.00,12.00,2003.00,Trains,62.00,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10220.00,20.00,52.82,6.00,1056.40,2/12/2004 0:00,Shipped,1.00,2.00,2004.00,Trains,62.00,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10230.00,46.00,60.90,4.00,2801.40,3/15/2004 0:00,Shipped,1.00,3.00,2004.00,Trains,62.00,S32_3207,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10247.00,40.00,49.71,6.00,1988.40,5/5/2004 0:00,Shipped,2.00,5.00,2004.00,Trains,62.00,S32_3207,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10272.00,45.00,64.63,6.00,2908.35,7/20/2004 0:00,Shipped,3.00,7.00,2004.00,Trains,62.00,S32_3207,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10282.00,36.00,59.65,9.00,2147.40,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Trains,62.00,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10292.00,31.00,67.73,3.00,2099.63,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Trains,62.00,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10306.00,46.00,50.33,17.00,2315.18,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Trains,62.00,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10314.00,35.00,66.49,9.00,2327.15,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Trains,62.00,S32_3207,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10325.00,28.00,100.00,2.00,5377.40,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Trains,62.00,S32_3207,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
